"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"AZF8HN7F","book","1960","Blau, Joshua","Syntax des Palästinensischen Bauerndialekts von Bīr-Zēt","","","","","","","1960","2018-09-30 13:17:20","2019-01-24 10:36:05","","","","","","","","","","","","","H. Vorndran","Walldorf-Hessen","","","","","","","","","","","","vt:general/comparative study; vt:syntax; vt:transcribed texts; vt:conversation/dialogue; reg:Palestine [31.89, 35.25]; reg:Syro-Palestine [32.93, 36.53]; geo:Birzeit[31.96, 35.18]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"H3EDLWVK","journalArticle","1959","Blau, Joshua","The status of Arabic as used by Jews in the middle ages. Do Jewish middle-Arabic texts reflect a distinctive language?","Journal of Jewish Studies","","","","","","1959","2018-09-30 13:16:21","2018-09-30 13:17:04","","15-23","","","10","","","","","","","","","","","","","","","","","","","","","vt:general/comparative study; vt:sociolinguistics; vt:transcribed texts; vt:Arab World general; vt:ethnic minorities; vt:Jewish dialects; vt:manuscripts; vt:diachronic perspective","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LUPRPFGR","journalArticle","1974","Blanc, Haim","The nekteb-nektebu imperfect in a variety of Cairene Arabic","Israel Oriental Studies","","","","","","1974","2018-09-30 13:13:51","2018-09-30 13:14:48","","206-226","","","4","","","","","","","","","","","","","","","","","","","","","vt:Egypt-Sudan; vt:general/comparative study; vt:urban dialect; vt:morphology; vt:transcribed texts; vt:sedentary dialect; vt:conversation/dialogue; reg:Egypt [27.39, 30.26]; geo:Cairo [30.04, 31.23]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"E7DLM7VF","bookSection","1973","Blanc, Haim","La perte d’une forme pausale dans le parler arabe du Caire","Mélanges de l’Université de Saint Joseph","","","","","","1973","2018-09-30 13:12:27","2018-09-30 13:13:35","","375-390","","","","","","","48","","","","University of Saint Joseph","Saint Joseph","","","","","","","","","","","","vt:general/comparative study; vt:morphology; vt:transcribed texts; vt:conversation/dialogue; reg:Egypt [27.39, 30.26]; geo:Cairo [30.04, 31.23]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IWR3R5AM","journalArticle","1970","Blanc, Haim","Dual and pseudo-dual in the Arabic dialects","Language","","","","","","1970","2018-09-30 13:11:30","2018-09-30 13:11:59","","42-57","","","46","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PFF8BMGX","bookSection","1969","Blanc, Haim","The fronting of semitic g and the qāl-gāl dialect split in Arabic","Proceedings of the International Conference on Semitic Studies","","","","","","1969","2018-09-30 13:07:28","2018-09-30 13:11:15","","7-37","","","","","","","","","","","The Israel Academy of Sciences and Humanities","Jerusalem","","","","","","","","","","","","vt:general/comparative study; vt:phonology; vt:urban dialect; vt:transcribed texts; vt:bedouin dialect; vt:Arab World general; vt:diachronic perspective","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLL9C2BN","bookSection","1964","Blanc, Haim","Notes on the literary idiom of the Baghdadi Jews","For Max Weinreich on his Seventieth Birthday","","","","","","1964","2018-09-30 13:06:11","2018-09-30 13:07:02","","18-30","","","","","","","","","","","Mouton","La Haya - Paris","","","","","","","","","","","","vt:general/comparative study; vt:urban dialect; vt:syntax; vt:sociolinguistics; vt:transcribed texts; vt:sedentary dialect; reg:Iraq [31.64, 45.33]; reg:Mesopotamia [35.14, 42.48]; geo:Baghdad [33.30, 44.38]; vt:ethnic minorities; vt:Jewish dialects; vt:manuscripts; vt:diachronic perspective","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VJQNS2WP","book","1953","Blanc, Haim","Studies in North Palestinian Arabic","","","","","","","1953","2018-09-30 13:04:39","2018-09-30 13:05:32","","","","","","","","","","","","","Oriental Society","Jerusalem","","","","","","","","","","","","vt:general/comparative study; vt:transcribed texts; reg:Palestine [31.89, 35.25]; reg:Syro-Palestine [32.93, 36.53]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LIAJXH7A","thesis","1983","Blair, P.","The Segmental Phonemes of Sudanese Arabic","","","","","","","1983","2018-09-30 13:03:30","2018-09-30 13:04:05","","","","","","","","","","","","","University of Exeter","","","","","","","","","","","","","vt:general/comparative study; vt:phonology; vt:transcribed texts; reg:Sudan [16.14, 30.29]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2HAPQ87H","journalArticle","1964","Bishai, W.B.","Coptical influence on Egyptian Arabic","Journal of Near Eastern Studies","","","","","","1964","2018-09-30 13:02:22","2018-09-30 13:03:12","","34-47","","","23","","","","","","","","","","","","","","","","","","","","","vt:Egypt-Sudan; vt:general/comparative study; vt:lexicon; vt:transcribed texts; reg:Egypt [27.39, 30.26]; vt:contact linguistics; vt:loanwords","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8E9Y6YSA","book","1952","Birkeland, H.","Growth and Structure of the Egyptian Arabic Dialect","","","","","","","1952","2018-09-30 12:59:36","2018-09-30 13:01:49","","","","","","","","","","","","","","Osla","","","","","","","","","","","","vt:Egypt-Sudan; vt:description of dialect; vt:transcribed texts; vt:conversation/dialogue; reg:Egypt [27.39, 30.26]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GW8P49LT","book","1999","Benrabah, Mohamed","Langue et pouvoir en Algérie. Histoire d'un traumatisme linguistique","","","","","","","1999","2018-09-30 12:55:02","2018-09-30 12:55:35","","","","","","","","","","","","","Séguier","Paris","","","","","","","","","","","","vt:general/comparative study; vt:Maghreb; vt:sociolinguistics; vt:linguistics/dialectology; reg:Algeria [34.54, 3.30]; vt:diachronic perspective","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"T276S8FF","book","2000","Benmamoun, Elabbas","The Feature Structure of Functional Categories. A Comparative Study of Arabic Dialects","","","","","","","2000","2018-09-30 12:53:04","2018-09-30 12:54:00","","","","","","","","","","","","","Oxford University Press","Oxford","","","","","","","","","","","","vt:Egypt-Sudan; vt:general/comparative study; vt:Maghreb; vt:syntax; vt:transcribed texts; reg:Egypt [27.39, 30.26]; reg:Morocco [31.46, -6.39]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XJL5ENVG","bookSection","1985","Benkaddour,, A.","Certain assimilatory processes in Moroccan Arabic","Annales de la Faculté de Lettres et Sciences Humaines","","","","","","1985","2018-09-30 12:51:22","2018-09-30 12:52:33","","99-105","","","","","","","","","","","University Hassan II","Casablanca","","","","","","","","","","","","vt:general/comparative study; vt:phonology; vt:Maghreb; vt:transcribed texts; vt:conversation/dialogue; reg:Morocco [31.46, -6.39]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"S7VYWBUT","bookSection","1994","Bencherifa, M.","Al-ʕāmmiyya al-andalusiyya wa-l-maġribiyya bayna šamāl wa malʕabat al-kafīf az-Zarhūnī","Actas del congreso internacional sobre interferencias lingüísticas arabo-romances y paralelos extra-iberos","","","","","","1994","2018-09-30 12:48:03","2018-09-30 12:49:09","","1-19","","","","","","","","","","","Universidad de Zaragoza","Zaragoza","","","","","","","","","","","","vt:general/comparative study; vt:Maghreb; vt:transcribed texts; vt:oral narratives; reg:Morocco [31.46, -6.39]; reg:Andalusia [39.92, -3.02]; geo:Meknes [33.87, -5.54]; reg:Spain [39.92, -3.02]; vt:folklore","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XQ8DZEL6","book","1975","Bencherifa, M.","Amṯāl al-ʕawāmm fī l-Andalus liʔabī Yaḥyà Az-Zaǧǧālī","","","","","","","1975","2018-09-30 12:45:54","2018-09-30 12:47:45","","","","","","","","","","","","","Maṭbaʕa Muḥammad al-Xāmis","Fez","","","","","","","","","","","","vt:general/comparative study; vt:Maghreb; vt:transcribed texts; vt:oral narratives; reg:Andalusia [39.92, -3.02]; vt:folklore","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VIWQA4WN","book","2003","Bencheneb, M.","Proverbes de l'Algérie et du Magre","","","","","","","2003","2018-09-29 16:23:14","2018-09-29 16:24:12","","","","","","","","","","","","","Maisonneuve et Larose","Argel","","","","","","","","","","","","vt:general/comparative study; vt:Maghreb; vt:transcribed texts; vt:proverbs; reg:Algeria [34.54, 3.30]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7JVV9BZX","journalArticle","1946","Bencheneb, R","Trois récits de chasse de la région de Médéa","Revue Africaine","","","","","","1946","2018-09-29 16:22:18","2018-09-29 16:23:01","","184-193","","","90","","","","","","","","","","","","","","","","","","","","","vt:general/comparative study; vt:Maghreb; vt:transcribed texts; vt:oral narratives; reg:Algeria [34.54, 3.30]; vt:folklore; vt:oral literature; vt:jargon; geo:Médéa [35.71, 2.85]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"APBVXVSI","journalArticle","1942","Bencheneb, Rachid","L'argot des Arabes d'Alger","Revue Africaine","","","","","","1942","2018-09-29 16:20:05","2018-11-13 12:30:22","","72-101","","","86","","","","","","","","","","","","","","","","","","","","","vt:general/comparative study; vt:Maghreb; vt:sociolinguistics; vt:transcribed texts; vt:conversation/dialogue; vt:ethnographic record; reg:Algeria [34.54, 3.30]; vt:jargon","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZUZBTB4E","journalArticle","1986","Bencheikh O","Quelques observations sur l’évolution du verbe ‘ada'","Materiaux Arabes et Sudarabiques-Groupe d'Études de Linguistique et de Littérature Arabes et Sudarabiques","","","","","","1986","2018-09-29 15:01:55","2018-09-29 15:02:51","","191-206","","","","","","","","","","","","","","","","","","","","","","","","vt:general/comparative study; vt:lexicon; vt:transcribed texts; vt:Arab World general; vt:semantics; vt:diachronic perspective","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VEPE8FWX","journalArticle","1962","Benabdellah, A.","La langue du Coran et le parler marocain","La Pensée","","","","","","1962","2018-09-29 14:55:08","2018-09-29 14:57:45","","75-80","","","1","","","","","","","","","","","","","","","","","","","","","vt:general/comparative study; vt:Maghreb; vt:transcribed texts; reg:Morocco [31.46, -6.39]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"74SGX29J","book","1850","Bellemare, A.","Grammaire arabe (idiome d’Algérie) à l’usage de l’armée et des employés civils de l’Algérie","","","","","","","1850","2018-09-29 14:53:42","2018-09-29 14:54:21","","","","","","","","","","","","","Hachette","París-Argel","","","","","","","","","","","","vt:general/comparative study; vt:Maghreb; vt:sociolinguistics; vt:transcribed texts; reg:Algeria [34.54, 3.30]; vt:jargon; vt:grammar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C6HPDVGQ","book","1997","Belgin, D.","Het Uzbekistaans Arabisch in Djogari","","","","","","","1997","2018-09-29 14:52:25","2018-09-29 14:53:21","","","","","","","","","","","","","University of Nijmegen","Nijmegen","","","","","","","","","","","","vt:description of dialect; vt:transcribed texts; vt:Mesopotamia; vt:Central Asia; reg:Uzbekistan [40.26, 65.35]; geo:Bukhara [39.76, 64.45]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NGNZHFXW","encyclopediaArticle","2001","Behnstedt, Peter","The Arabic dialects of al-Yaman","Encyclopaedia of Islam","","","","","","2001","2018-09-29 14:40:17","2018-09-29 14:43:21","","","","","11","","","","","","","","Brill","Leiden","","","","","","","","","","","","vt:general/comparative study; vt:Oman/Yemen; reg:Arabian Peninsula [22.36, 46.81]; reg:Yemen [16.31, 47.34]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"24HIF8RP","bookSection","1996","Behnstedt, Peter","Romanisches Lehngut im Syrisch-Arabischen","Romania Arabica. Festschrift für Reinhold Kontzi zum 70.","","","","","","1996","2018-09-29 14:38:15","2018-09-29 14:39:02","","63-72","","","","","","","","","","","Narr","Tübingen","","","","","","","","","","","","vt:general/comparative study; vt:lexicon; vt:transcribed texts; reg:Syro-Palestine [32.93, 36.53]; reg:Syria [34.61, 38.55]; vt:contact linguistics; vt:loanwords","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KC5IVVUL","bookSection","1991","Behnstedt, Peter","Ein Beduinendialekt aus der Ḥugarīyah (Nord-Jemen)","Festgabe für Hans-Rudolf Singer. Zum 65. Geburtstag am 6. April 1990 überreicht von seinen Freunden und Kollegen","","","","","","1991","2018-09-29 14:28:35","2018-09-29 14:32:14","","227-244","","","","","","","","","","","Peter Lang","Frankfurt am Main / Bern / New York / Paris","","","","","","","","","","","","vt:description of dialect; vt:transcribed texts; vt:bedouin dialect; vt:conversation/dialogue; vt:Oman/Yemen; reg:Arabian Peninsula [22.36, 46.81]; reg:Yemen [16.31, 47.34]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Z2EHJRRA","bookSection","1989","Behnstedt, Peter","Zum Gebrauch von ʕām und sana im Arabischen","Studia linguistica et orientalia memoriae Haim Blanc dedicata","","","","","","1989","2018-09-29 14:26:51","2018-09-29 14:27:56","","28-44","","","","","","","","","","","Harrassowitz","Wiesbaden","","","","","","","","","","","","vt:general/comparative study; vt:lexicon; vt:transcribed texts; vt:Arab World general; vt:semantics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"G2NFLA4S","bookSection","1984","Behnstedt, Peter","Zur Dialektgeographie des Nord-Jemen","Entwicklungsprozesse in der arabischen Republik Jemen","","","","","","1984","2018-09-29 14:15:40","2018-09-29 14:18:17","","261-286","","","","","","","","","","","Reichert Verlag","Wiesbaden","","","","","","","","","","","","vt:general/comparative study; vt:linguistics/dialectology; vt:Oman/Yemen; reg:Arabian Peninsula [22.36, 46.81]; reg:Yemen [16.31, 47.34]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"V4EHPIZC","bookSection","1988","Beaumont, J.C.","Analiticity in Moroccan Arabic","Actes du premier colloque international de la Société de Linguistique du Maroc","","","","","","1988","2018-09-29 14:13:19","2018-09-29 14:13:59","","31-45","","","","","","","","","","","Éditions Okad","Rabat","","","","","","","","","","","","vt:general/comparative study; vt:Maghreb; vt:syntax; vt:transcribed texts; vt:conversation/dialogue; reg:Morocco [31.46, -6.39]; vt:grammar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6VR7NXRT","book","1884","Beaudouin, M.","Étude du dialecte chypriote moderne et médiéval","","","","","","","1884","2018-09-29 14:11:25","2018-09-29 14:11:52","","","","","","","","","","","","","Ernest Thorin","Paris","","","","","","","","","","","","vt:general/comparative study; vt:transcribed texts; vt:Arabic as a minority language; vt://e.g. Europe, Americas; vt:manuscripts; vt:diachronic perspective; geo:Cyprus [35.17, 33.36]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VA5YMS96","book","1984","Barceló, C.","Minorías islámicas en el País Valenciano: Historia y dialecto","","","","","","","1984","2018-09-29 14:09:56","2018-09-29 14:10:35","","","","","","","","","","","","","University of Valencia","Valencia","","","","","","","","","","","","vt:general/comparative study; vt:Maghreb; vt:transcribed texts; vt:linguistics/dialectology; reg:Andalusia [39.92, -3.02]; geo:Valencia [39.46, -0.37]; vt:contact linguistics; vt:ethnic minorities; vt:diachronic perspective","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MQZE4HJ2","book","1939","Barbera, G","Dizionario Maltese-Arabo-Italiano con una Grammatica Comparata Arabo-Maltese","","","","","","","1939","2018-09-29 14:08:16","2018-09-29 14:08:56","","","","","","","","","","","","","Imprimerie Catholique.","Beirut","","","","","","","","","","","","vt:Maghreb; vt:dictionary; reg:Malta [35.87, 14.44]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4659RS3R","journalArticle","1996","Bar-Asher, Moshe","La recherche sur les parlers judéo-arabes modernes du Maghreb: État de la question","Histoire Epistémologie Langage","","","","","","1996","2018-09-29 14:07:14","2018-09-29 14:07:58","","157-177","","1","18","","","","","","","","","","","","","","","","","","","","","vt:general/comparative study; vt:urban dialect; vt:Maghreb; vt:sociolinguistics; vt:transcribed texts; vt:conversation/dialogue; reg:Morocco [31.46, -6.39]; vt:Jewish dialects","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6NBUXHWB","book","1979","Bakalla, Muhammad Hasan","The Morphological and Phonological Components of the Arabic Verb (Meccan Arabic)","","","","","","","1979","2018-09-29 14:05:54","2018-09-29 14:06:34","","","","","","","","","","","","","Longman","London","","","","","","","","","","","","vt:general/comparative study; vt:phonology; vt:urban dialect; vt:morphology; vt:transcribed texts; vt:sedentary dialect; reg:Arabian Peninsula [22.36, 46.81]; reg:Saudi Arabia [22.95, 46.34]; geo:Mecca [21.38, 39.85]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"64Z8MX7M","book","1973","Badawī, S.M.","Mustawayāt al-ʕarabiyya al-muʕāṣira fī Miṣr","","","","","","","1973","2018-09-29 14:03:29","2018-09-29 14:05:03","","","","","","","","","","","","","Dār al-Maʕārif.","Cairo","","","","","","","","","","","","vt:Egypt-Sudan; vt:description of dialect; vt:transcribed texts; reg:Egypt [27.39, 30.26]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VTCM22NF","book","2004","Baccouche, Taïeb; Mejri, Salah","Les questionnaires de l’Atlas linguistique de Tunisie","","","","","","","2004","2018-09-29 14:01:19","2018-09-29 14:02:06","","","","","","","","","","","","","Maisonneuve et Larose","Tunis","","","","","","","","","","","","vt:general/comparative study; vt:Maghreb; vt:linguistics/dialectology; reg:Tunisia [33.59, 9.37]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VWADXHBX","bookSection","2004","Baccouche, Taïeb; Mejri, Salah","Atlas linguistique de Tunisie: Du littéral au dialectal","Trames de langues","","","","","","2004","2018-09-29 13:59:46","2018-09-29 14:00:51","","387-399","","","","","","","","","","","Larousse-Maisonneuve","Paris","","","","","","","","","","","","vt:general/comparative study; vt:Maghreb; vt:linguistics/dialectology; reg:Tunisia [33.59, 9.37]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DIIWAWC3","journalArticle","2000","Baccouche, Taïeb","L’Atlas Linguistique de Tunisie: Problématique phonologique","Revue Tunisienne des Sciences Sociales","","","","","","2000","2018-09-29 13:58:16","2018-09-29 13:58:39","","151-156","","","120","","","","","","","","","","","","","","","","","","","","","vt:general/comparative study; vt:phonology; vt:Maghreb; vt:linguistics/dialectology; reg:Tunisia [33.59, 9.37]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ULSB2IK2","journalArticle","2000","Baccouche, Taïeb","L’Atlas Linguistique de Tunisie: Spécificités phonologiques","Revue Tunisienne des Sciences Sociales","","","","","","2000","2018-09-29 13:51:05","2018-09-29 13:58:12","","157-162","","","120","","","","","","","","","","","","","","","","","","","","","vt:general/comparative study; vt:phonology; vt:Maghreb; vt:linguistics/dialectology; reg:Tunisia [33.59, 9.37]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YFEHXB6E","bookSection","2004","Baccouche, Taïeb","L’arabe: un continuum ?","Le Continuum en linguistique","","","","","","2004","2018-09-29 13:49:16","2018-09-29 13:50:05","","233-242","","","","","","","","","","","Universidad de Susa","Susa","","","","","","","","","","","","vt:general/comparative study; vt:Arab World general; vt:linguistics/dialectology; vt:diachronic perspective","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2HWRB5BK","bookSection","2001","Baccouche, Taïeb","L’arabe, d’une koiné dialectale à une langue de culture","Mémoires de la société linguistique de Paris","","","","","","2001","2018-09-29 13:48:00","2018-09-29 13:48:45","","87-93","","","","","","","","","","","Peeters","Paris","","","","","","","","","","","","vt:general/comparative study; vt:sociolinguistics; vt:Arab World general; vt:diglossia; vt:diachronic perspective","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"U5UNRC2A","bookSection","1983","Baccouche, Taïeb","Le fonctionnement de l’emprunt lexical au français dans l’arabe de la presse tunisienne","Journées d’études IX de sociolinguistique du Maghreb","","","","","","1983","2018-09-29 13:40:16","2018-09-29 13:41:58","","","","","","","","","","","","","Sorbonne","Paris","","","","","","","","","","","","vt:general/comparative study; vt:Maghreb; vt:lexicon; vt:sociolinguistics; vt:transcribed texts; reg:Tunisia [33.59, 9.37]; vt:loanwords; vt:jargon","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EEVRDSBK","journalArticle","1970","Baccouche, Taïeb","Bibliographie critique des études linguistiques concernant la Tunisie","Revue Tunisienne des Sciences Sociales","","","","","","1970","2018-09-29 13:39:11","2018-09-29 13:39:45","","239-286","","","20","","","","","","","","","","","","","","","","","","","","","vt:general/comparative study; vt:Maghreb; vt:linguistics/dialectology; reg:Tunisia [33.59, 9.37]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAV7MTZN","journalArticle","1966","Baccouche, Taïeb","La terminologie des mécaniciens, spécimen de contacts linguistiques","Revue Tunisienne des Sciences Sociales","","","","","","1966","2018-09-29 13:37:38","2018-09-29 13:38:34","","151-164","","","8","","","","","","","","","","","","","","","","","","","","","vt:general/comparative study; vt:transcribed texts; vt:contact linguistics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6LMZF5QQ","book","1566","Ayala, M. de","Doctrina Christiana en lengua arabiga y castellana","","","","","","","1566","2018-09-29 13:23:28","2018-09-29 13:24:00","","","","","","","","","","","","","","Valencia","","","","","","","","","","","","vt:general/comparative study; vt:Maghreb; vt:linguistics/dialectology; reg:Andalusia [39.92, -3.02]; reg:Spain [39.92, -3.02]; vt:contact linguistics; vt:Christian dialects","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LW3CFS7D","book","1985","Axvlediani, V.G.","Buxarskij arabskij dialekt [El dialecto árabe de Bukhara]","","","","","","","1985","2018-09-29 13:21:20","2018-09-29 13:22:14","","","","","","","","","","","","","Mecniereba","Tiflis","","","","","","","","","","","","vt:description of dialect; vt:transcribed texts; vt:Mesopotamia; vt:Central Asia; reg:Uzbekistan [40.26, 65.35]; geo:Bukhara [39.76, 64.45]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5STLPHCU","journalArticle","1969","Attia, A.","Description phonologique du parler arabe de Mahdia (Tunisie)","Cahiers du Ceres, Série Linguistique","","","","","","1969","2018-09-29 13:19:43","2018-09-29 13:20:56","","115-138","","","2","","","","","","","","","","","","","","","","","","","","","vt:general/comparative study; vt:phonology; vt:urban dialect; vt:Maghreb; vt:transcribed texts; vt:sedentary dialect; vt:conversation/dialogue; reg:Tunisia [33.59, 9.37]; geo:Mahdia [35.50, 11.04]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EW2L4W9Z","book","1955","Aragón, J.; Olmo, R.","Árabe dialectal marroquí","","","","","","","1955","2018-09-29 13:15:09","2018-09-29 13:15:50","","","","","","","","","","","","","","Tetouan","","","","","","","","","","","","vt:Maghreb; vt:description of dialect; reg:Morocco [31.46, -6.39]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"D4DQDNSB","book","1981","Aquilina, J.; Isserlin, B.","A Survey of Contemporary Dialectal Maltese. Volume One: Gozo","","","","","","","1981","2018-09-29 13:12:34","2018-09-29 13:14:33","","","","","","","","","","","","","B.S.J. Isserlin","Leeds","","","","","","","","","","","","vt:general/comparative study; vt:Maghreb; vt:transcribed texts; vt:linguistics/dialectology; reg:Malta [35.87, 14.44]; geo:Gozo [36.08, 14.20]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TW69RJHM","book","1994","Aquilina, J.","Maltese . A Complete Course for Beginners","","","","","","","1994","2018-09-29 13:11:23","2018-09-29 13:12:00","","","","","","","","","","","","","Teach Yourself Books","London","","","","","","","","","","","","vt:Maghreb; vt:transcribed texts; vt:textbook; vt:conversation/dialogue; reg:Malta [35.87, 14.44]; vt:teaching materials","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EC5JIQV8","bookSection","1985","Aquilina, J.","Arabo-Maltese Mediterranean ichtiology","Actes du troisième congrès international d'études des cultures de la Mediterranée Occidentale: L'homme mediterranéen et la mer","","","","","","1985","2018-09-29 13:08:33","2018-09-29 13:10:33","","290-296","","","","","","","","","","","Les Editions Salammbô","Tunis","","","","","","","","","","","","vt:general/comparative study; vt:Maghreb; vt:lexicon; vt:transcribed texts; vt:semantics; reg:Malta [35.87, 14.44]; vt:jargon; vt:diglossia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"H9NSL5N6","book","1979","Aquilina, J.","Maltese Arabic Comparative Grammar","","","","","","","1979","2018-09-29 13:07:12","2019-01-25 12:20:54","","","","","","","","","","","","","The Socialist People's Libyan Arab Jamahiriya","Malta","","","","","","","","","","","","vt:Maghreb; vt:transcribed texts; reg:Malta [35.87, 14.44]; vt:grammar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"G75SIQDJ","bookSection","1976","Aquilina, J.","Maltese Christian words of Arabic origin","Maltese Linguistics Surveys","","","","","","1976","2018-09-29 13:05:45","2018-09-29 13:06:47","","9-24","","","","","","","","","","","University of Malta Press","Malta","","","","","","","","","","","","vt:general/comparative study; vt:Maghreb; vt:lexicon; vt:transcribed texts; reg:Malta [35.87, 14.44]; vt:Christian dialects","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
